 format: day,hour,forecast,value  location:60_127 Start : 20240101 
 23,2300,+10,-6.000000 
 23,2300,+11,-7.000000 
 23,2300,+12,-7.000000 
 23,2300,+13,-8.000000 
 23,2300,+14,-8.000000 
 23,2300,+15,-8.000000 
 23,2300,+16,-8.000000 
 23,2300,+17,-9.000000 
 23,2300,+18,-9.000000 
 23,2300,+19,-9.000000 
 23,2300,+20,-9.000000 
 23,2300,+21,-10.000000 
 23,2300,+22,-10.000000 
 23,2300,+23,-10.000000 
 23,2300,+24,-10.000000 
 23,2300,+25,-9.000000 
 23,2300,+26,-8.000000 
 23,2300,+27,-6.000000 
 23,2300,+28,-5.000000 
 23,2300,+29,-3.000000 
 23,2300,+30,-2.000000 
 23,2300,+31,-1.000000 
 23,2300,+32,-1.000000 
 23,2300,+33,-1.000000 
 23,2300,+34,-2.000000 
 23,2300,+35,-3.000000 
 23,2300,+36,-3.000000 
 23,2300,+37,-4.000000 
 23,2300,+38,-4.000000 
 23,2300,+39,-5.000000 
 23,2300,+40,-5.000000 
 23,2300,+41,-5.000000 
 23,2300,+42,-5.000000 
 23,2300,+43,-5.000000 
 23,2300,+44,-6.000000 
 23,2300,+45,-6.000000 
 23,2300,+46,-6.000000 
 23,2300,+47,-6.000000 
 23,2300,+48,-7.000000 
 23,2300,+49,-5.000000 
 23,2300,+50,-4.000000 
 23,2300,+51,-2.000000 
 23,2300,+52,0.000000 
 23,2300,+53,1.000000 
 23,2300,+54,2.000000 
 23,2300,+55,3.000000 
 23,2300,+56,3.000000 
 23,2300,+57,2.000000 
 23,2300,+58,1.000000 
 23,2300,+59,0.000000 
 23,2300,+60,-1.000000 
 23,2300,+61,-1.000000 
 23,2300,+62,-2.000000 
 23,2300,+63,-2.000000 
 23,2300,+64,-2.000000 
 Start : 20240124 
 24,0200,+6,-5.000000 
 24,0200,+7,-6.000000 
 24,0200,+8,-7.000000 
 24,0200,+9,-7.000000 
 24,0200,+10,-8.000000 
 24,0200,+11,-8.000000 
 24,0200,+12,-8.000000 
 24,0200,+13,-8.000000 
 24,0200,+14,-9.000000 
 24,0200,+15,-9.000000 
 24,0200,+16,-9.000000 
 24,0200,+17,-9.000000 
 24,0200,+18,-10.000000 
 24,0200,+19,-10.000000 
 24,0200,+20,-10.000000 
 24,0200,+21,-10.000000 
 24,0200,+22,-9.000000 
 24,0200,+23,-8.000000 
 24,0200,+24,-6.000000 
 24,0200,+25,-5.000000 
 24,0200,+26,-3.000000 
 24,0200,+27,-2.000000 
 24,0200,+28,-1.000000 
 24,0200,+29,-1.000000 
 24,0200,+30,-1.000000 
 24,0200,+31,-2.000000 
 24,0200,+32,-3.000000 
 24,0200,+33,-3.000000 
 24,0200,+34,-4.000000 
 24,0200,+35,-4.000000 
 24,0200,+36,-5.000000 
 24,0200,+37,-5.000000 
 24,0200,+38,-5.000000 
 24,0200,+39,-5.000000 
 24,0200,+40,-5.000000 
 24,0200,+41,-6.000000 
 24,0200,+42,-6.000000 
 24,0200,+43,-6.000000 
 24,0200,+44,-6.000000 
 24,0200,+45,-7.000000 
 24,0200,+46,-5.000000 
 24,0200,+47,-4.000000 
 24,0200,+48,-2.000000 
 24,0200,+49,0.000000 
 24,0200,+50,1.000000 
 24,0200,+51,2.000000 
 24,0200,+52,3.000000 
 24,0200,+53,3.000000 
 24,0200,+54,2.000000 
 24,0200,+55,1.000000 
 24,0200,+56,0.000000 
 24,0200,+57,-1.000000 
 24,0200,+58,-1.000000 
 24,0200,+59,-2.000000 
 24,0200,+60,-2.000000 
 24,0200,+61,-2.000000 
 24,0500,+6,-7.000000 
 24,0500,+7,-8.000000 
 24,0500,+8,-8.000000 
 24,0500,+9,-8.000000 
 24,0500,+10,-8.000000 
 24,0500,+11,-9.000000 
 24,0500,+12,-9.000000 
 24,0500,+13,-9.000000 
 24,0500,+14,-9.000000 
 24,0500,+15,-10.000000 
 24,0500,+16,-10.000000 
 24,0500,+17,-10.000000 
 24,0500,+18,-10.000000 
 24,0500,+19,-9.000000 
 24,0500,+20,-8.000000 
 24,0500,+21,-6.000000 
 24,0500,+22,-5.000000 
 24,0500,+23,-3.000000 
 24,0500,+24,-2.000000 
 24,0500,+25,-1.000000 
 24,0500,+26,-1.000000 
 24,0500,+27,-1.000000 
 24,0500,+28,-2.000000 
 24,0500,+29,-3.000000 
 24,0500,+30,-3.000000 
 24,0500,+31,-4.000000 
 24,0500,+32,-4.000000 
 24,0500,+33,-5.000000 
 24,0500,+34,-5.000000 
 24,0500,+35,-5.000000 
 24,0500,+36,-5.000000 
 24,0500,+37,-5.000000 
 24,0500,+38,-6.000000 
 24,0500,+39,-6.000000 
 24,0500,+40,-6.000000 
 24,0500,+41,-6.000000 
 24,0500,+42,-7.000000 
 24,0500,+43,-5.000000 
 24,0500,+44,-4.000000 
 24,0500,+45,-2.000000 
 24,0500,+46,0.000000 
 24,0500,+47,1.000000 
 24,0500,+48,2.000000 
 24,0500,+49,3.000000 
 24,0500,+50,3.000000 
 24,0500,+51,2.000000 
 24,0500,+52,1.000000 
 24,0500,+53,0.000000 
 24,0500,+54,-1.000000 
 24,0500,+55,-1.000000 
 24,0500,+56,-2.000000 
 24,0500,+57,-2.000000 
 24,0500,+58,-2.000000 
 24,0800,+6,-8.000000 
 24,0800,+7,-8.000000 
 24,0800,+8,-9.000000 
 24,0800,+9,-9.000000 
 24,0800,+10,-9.000000 
 24,0800,+11,-10.000000 
 24,0800,+12,-10.000000 
 24,0800,+13,-10.000000 
 24,0800,+14,-10.000000 
 24,0800,+15,-10.000000 
 24,0800,+16,-10.000000 
 24,0800,+17,-9.000000 
 24,0800,+18,-7.000000 
 24,0800,+19,-5.000000 
 24,0800,+20,-4.000000 
 24,0800,+21,-2.000000 
 24,0800,+22,-1.000000 
 24,0800,+23,-1.000000 
 24,0800,+24,-1.000000 
 24,0800,+25,-2.000000 
 24,0800,+26,-3.000000 
 24,0800,+27,-3.000000 
 24,0800,+28,-4.000000 
 24,0800,+29,-4.000000 
 24,0800,+30,-4.000000 
 24,0800,+31,-5.000000 
 24,0800,+32,-5.000000 
 24,0800,+33,-5.000000 
 24,0800,+34,-5.000000 
 24,0800,+35,-5.000000 
 24,0800,+36,-6.000000 
 24,0800,+37,-6.000000 
 24,0800,+38,-6.000000 
 24,0800,+39,-6.000000 
 24,0800,+40,-5.000000 
 24,0800,+41,-4.000000 
 24,0800,+42,-2.000000 
 24,0800,+43,0.000000 
 24,0800,+44,1.000000 
 24,0800,+45,2.000000 
 24,0800,+46,2.000000 
 24,0800,+47,3.000000 
 24,0800,+48,2.000000 
 24,0800,+49,1.000000 
 24,0800,+50,0.000000 
 24,0800,+51,-1.000000 
 24,0800,+52,-1.000000 
 24,0800,+53,-1.000000 
 24,0800,+54,-2.000000 
 24,0800,+55,-2.000000 
 24,0800,+56,-2.000000 
 24,0800,+57,-3.000000 
 24,0800,+58,-3.000000 
 24,0800,+59,-3.000000 
 24,0800,+60,-4.000000 
 24,0800,+61,-4.000000 
 24,0800,+62,-4.000000 
 24,0800,+63,-5.000000 
 24,0800,+64,-4.000000 
 24,0800,+65,-2.000000 
 24,0800,+66,-1.000000 
 24,0800,+67,0.000000 
 24,0800,+68,1.000000 
 24,0800,+69,1.000000 
 24,0800,+70,2.000000 
 24,0800,+71,1.000000 
 24,0800,+72,1.000000 
 24,0800,+73,-1.000000 
 24,0800,+74,-1.000000 
 24,0800,+75,-2.000000 
 24,0800,+76,-2.000000 
 24,0800,+77,-2.000000 
 24,0800,+78,-3.000000 
 24,0800,+79,-3.000000 
 24,1100,+6,-9.000000 
 24,1100,+7,-9.000000 
 24,1100,+8,-10.000000 
 24,1100,+9,-10.000000 
 24,1100,+10,-10.000000 
 24,1100,+11,-10.000000 
 24,1100,+12,-10.000000 
 24,1100,+13,-10.000000 
 24,1100,+14,-9.000000 
 24,1100,+15,-7.000000 
 24,1100,+16,-5.000000 
 24,1100,+17,-4.000000 
 24,1100,+18,-2.000000 
 24,1100,+19,-1.000000 
 24,1100,+20,-1.000000 
 24,1100,+21,-1.000000 
 24,1100,+22,-2.000000 
 24,1100,+23,-3.000000 
 24,1100,+24,-3.000000 
 24,1100,+25,-4.000000 
 24,1100,+26,-4.000000 
 24,1100,+27,-4.000000 
 24,1100,+28,-5.000000 
 24,1100,+29,-5.000000 
 24,1100,+30,-5.000000 
 24,1100,+31,-5.000000 
 24,1100,+32,-5.000000 
 24,1100,+33,-6.000000 
 24,1100,+34,-6.000000 
 24,1100,+35,-6.000000 
 24,1100,+36,-6.000000 
 24,1100,+37,-5.000000 
 24,1100,+38,-4.000000 
 24,1100,+39,-2.000000 
 24,1100,+40,0.000000 
 24,1100,+41,1.000000 
 24,1100,+42,2.000000 
 24,1100,+43,2.000000 
 24,1100,+44,3.000000 
 24,1100,+45,2.000000 
 24,1100,+46,1.000000 
 24,1100,+47,0.000000 
 24,1100,+48,-1.000000 
 24,1100,+49,-1.000000 
 24,1100,+50,-1.000000 
 24,1100,+51,-2.000000 
 24,1100,+52,-2.000000 
 24,1100,+53,-2.000000 
 24,1100,+54,-3.000000 
 24,1100,+55,-3.000000 
 24,1100,+56,-3.000000 
 24,1100,+57,-4.000000 
 24,1100,+58,-4.000000 
 24,1100,+59,-4.000000 
 24,1100,+60,-5.000000 
 24,1100,+61,-4.000000 
 24,1100,+62,-2.000000 
 24,1100,+63,-1.000000 
 24,1100,+64,0.000000 
 24,1100,+65,1.000000 
 24,1100,+66,1.000000 
 24,1100,+67,2.000000 
 24,1100,+68,1.000000 
 24,1100,+69,1.000000 
 24,1100,+70,-1.000000 
 24,1100,+71,-1.000000 
 24,1100,+72,-2.000000 
 24,1100,+73,-2.000000 
 24,1100,+74,-2.000000 
 24,1100,+75,-3.000000 
 24,1100,+76,-3.000000 
 24,1400,+6,-10.000000 
 24,1400,+7,-10.000000 
 24,1400,+8,-10.000000 
 24,1400,+9,-10.000000 
 24,1400,+10,-10.000000 
 24,1400,+11,-9.000000 
 24,1400,+12,-7.000000 
 24,1400,+13,-5.000000 
 24,1400,+14,-4.000000 
 24,1400,+15,-2.000000 
 24,1400,+16,-1.000000 
 24,1400,+17,-1.000000 
 24,1400,+18,-1.000000 
 24,1400,+19,-2.000000 
 24,1400,+20,-3.000000 
 24,1400,+21,-3.000000 
 24,1400,+22,-4.000000 
 24,1400,+23,-4.000000 
 24,1400,+24,-4.000000 
 24,1400,+25,-5.000000 
 24,1400,+26,-5.000000 
 24,1400,+27,-5.000000 
 24,1400,+28,-5.000000 
 24,1400,+29,-5.000000 
 24,1400,+30,-6.000000 
 24,1400,+31,-6.000000 
 24,1400,+32,-6.000000 
 24,1400,+33,-6.000000 
 24,1400,+34,-5.000000 
 24,1400,+35,-4.000000 
 24,1400,+36,-2.000000 
 24,1400,+37,0.000000 
 24,1400,+38,1.000000 
 24,1400,+39,2.000000 
 24,1400,+40,2.000000 
 24,1400,+41,3.000000 
 24,1400,+42,2.000000 
 24,1400,+43,1.000000 
 24,1400,+44,0.000000 
 24,1400,+45,-1.000000 
 24,1400,+46,-1.000000 
 24,1400,+47,-1.000000 
 24,1400,+48,-2.000000 
 24,1400,+49,-2.000000 
 24,1400,+50,-2.000000 
 24,1400,+51,-3.000000 
 24,1400,+52,-3.000000 
 24,1400,+53,-3.000000 
 24,1400,+54,-4.000000 
 24,1400,+55,-4.000000 
 24,1400,+56,-4.000000 
 24,1400,+57,-5.000000 
 24,1400,+58,-4.000000 
 24,1400,+59,-2.000000 
 24,1400,+60,-1.000000 
 24,1400,+61,0.000000 
 24,1400,+62,1.000000 
 24,1400,+63,1.000000 
 24,1400,+64,2.000000 
 24,1400,+65,1.000000 
 24,1400,+66,1.000000 
 24,1400,+67,-1.000000 
 24,1400,+68,-1.000000 
 24,1400,+69,-2.000000 
 24,1400,+70,-2.000000 
 24,1400,+71,-2.000000 
 24,1400,+72,-3.000000 
 24,1400,+73,-3.000000 
 24,1700,+6,-10.000000 
 24,1700,+7,-10.000000 
 24,1700,+8,-9.000000 
 24,1700,+9,-7.000000 
 24,1700,+10,-5.000000 
 24,1700,+11,-4.000000 
 24,1700,+12,-2.000000 
 24,1700,+13,-1.000000 
 24,1700,+14,-1.000000 
 24,1700,+15,-1.000000 
 24,1700,+16,-2.000000 
 24,1700,+17,-3.000000 
 24,1700,+18,-3.000000 
 24,1700,+19,-4.000000 
 24,1700,+20,-4.000000 
 24,1700,+21,-4.000000 
 24,1700,+22,-5.000000 
 24,1700,+23,-5.000000 
 24,1700,+24,-5.000000 
 24,1700,+25,-5.000000 
 24,1700,+26,-5.000000 
 24,1700,+27,-6.000000 
 24,1700,+28,-6.000000 
 24,1700,+29,-6.000000 
 24,1700,+30,-6.000000 
 24,1700,+31,-5.000000 
 24,1700,+32,-4.000000 
 24,1700,+33,-2.000000 
 24,1700,+34,0.000000 
 24,1700,+35,1.000000 
 24,1700,+36,2.000000 
 24,1700,+37,2.000000 
 24,1700,+38,3.000000 
 24,1700,+39,2.000000 
 24,1700,+40,1.000000 
 24,1700,+41,0.000000 
 24,1700,+42,-1.000000 
 24,1700,+43,-1.000000 
 24,1700,+44,-1.000000 
 24,1700,+45,-2.000000 
 24,1700,+46,-2.000000 
 24,1700,+47,-2.000000 
 24,1700,+48,-3.000000 
 24,1700,+49,-3.000000 
 24,1700,+50,-3.000000 
 24,1700,+51,-4.000000 
 24,1700,+52,-4.000000 
 24,1700,+53,-4.000000 
 24,1700,+54,-5.000000 
 24,1700,+55,-4.000000 
 24,1700,+56,-2.000000 
 24,1700,+57,-1.000000 
 24,1700,+58,0.000000 
 24,1700,+59,1.000000 
 24,1700,+60,1.000000 
 24,1700,+61,2.000000 
 24,1700,+62,1.000000 
 24,1700,+63,1.000000 
 24,1700,+64,-1.000000 
 24,1700,+65,-1.000000 
 24,1700,+66,-2.000000 
 24,1700,+67,-2.000000 
 24,1700,+68,-2.000000 
 24,1700,+69,-3.000000 
 24,1700,+70,-3.000000 
 24,2000,+6,-6.000000 
 24,2000,+7,-5.000000 
 24,2000,+8,-3.000000 
 24,2000,+9,-2.000000 
 24,2000,+10,-1.000000 
 24,2000,+11,-1.000000 
 24,2000,+12,-1.000000 
 24,2000,+13,-2.000000 
 24,2000,+14,-3.000000 
 24,2000,+15,-3.000000 
 24,2000,+16,-4.000000 
 24,2000,+17,-4.000000 
 24,2000,+18,-4.000000 
 24,2000,+19,-4.000000 
 24,2000,+20,-5.000000 
 24,2000,+21,-5.000000 
 24,2000,+22,-5.000000 
 24,2000,+23,-5.000000 
 24,2000,+24,-5.000000 
 24,2000,+25,-5.000000 
 24,2000,+26,-6.000000 
 24,2000,+27,-6.000000 
 24,2000,+28,-5.000000 
 24,2000,+29,-3.000000 
 24,2000,+30,-1.000000 
 24,2000,+31,0.000000 
 24,2000,+32,1.000000 
 24,2000,+33,2.000000 
 24,2000,+34,3.000000 
 24,2000,+35,3.000000 
 24,2000,+36,2.000000 
 24,2000,+37,1.000000 
 24,2000,+38,0.000000 
 24,2000,+39,0.000000 
 24,2000,+40,-1.000000 
 24,2000,+41,-1.000000 
 24,2000,+42,-2.000000 
 24,2000,+43,-2.000000 
 24,2000,+44,-2.000000 
 24,2000,+45,-3.000000 
 24,2000,+46,-3.000000 
 24,2000,+47,-3.000000 
 24,2000,+48,-4.000000 
 24,2000,+49,-4.000000 
 24,2000,+50,-4.000000 
 24,2000,+51,-5.000000 
 24,2000,+52,-4.000000 
 24,2000,+53,-2.000000 
 24,2000,+54,-1.000000 
 24,2000,+55,0.000000 
 24,2000,+56,1.000000 
 24,2000,+57,2.000000 
 24,2000,+58,2.000000 
 24,2000,+59,2.000000 
 24,2000,+60,2.000000 
 24,2000,+61,0.000000 
 24,2000,+62,-1.000000 
 24,2000,+63,-1.000000 
 24,2000,+64,-2.000000 
 24,2000,+65,-2.000000 
 24,2000,+66,-3.000000 
 24,2000,+67,-3.000000 
 24,2300,+6,-2.000000 
 24,2300,+7,-1.000000 
 24,2300,+8,-1.000000 
 24,2300,+9,-1.000000 
 24,2300,+10,-2.000000 
 24,2300,+11,-3.000000 
 24,2300,+12,-3.000000 
 24,2300,+13,-4.000000 
 24,2300,+14,-4.000000 
 24,2300,+15,-4.000000 
 24,2300,+16,-4.000000 
 24,2300,+17,-5.000000 
 24,2300,+18,-5.000000 
 24,2300,+19,-5.000000 
 24,2300,+20,-5.000000 
 24,2300,+21,-5.000000 
 24,2300,+22,-5.000000 
 24,2300,+23,-6.000000 
 24,2300,+24,-6.000000 
 24,2300,+25,-5.000000 
 24,2300,+26,-3.000000 
 24,2300,+27,-1.000000 
 24,2300,+28,0.000000 
 24,2300,+29,1.000000 
 24,2300,+30,2.000000 
 24,2300,+31,3.000000 
 24,2300,+32,3.000000 
 24,2300,+33,2.000000 
 24,2300,+34,1.000000 
 24,2300,+35,0.000000 
 24,2300,+36,0.000000 
 24,2300,+37,-1.000000 
 24,2300,+38,-1.000000 
 24,2300,+39,-2.000000 
 24,2300,+40,-2.000000 
 24,2300,+41,-2.000000 
 24,2300,+42,-3.000000 
 24,2300,+43,-3.000000 
 24,2300,+44,-3.000000 
 24,2300,+45,-4.000000 
 24,2300,+46,-4.000000 
 24,2300,+47,-4.000000 
 24,2300,+48,-5.000000 
 24,2300,+49,-4.000000 
 24,2300,+50,-2.000000 
 24,2300,+51,-1.000000 
 24,2300,+52,0.000000 
 24,2300,+53,1.000000 
 24,2300,+54,2.000000 
 24,2300,+55,2.000000 
 24,2300,+56,2.000000 
 24,2300,+57,2.000000 
 24,2300,+58,0.000000 
 24,2300,+59,-1.000000 
 24,2300,+60,-1.000000 
 24,2300,+61,-2.000000 
 24,2300,+62,-2.000000 
 24,2300,+63,-3.000000 
 24,2300,+64,-3.000000 
 Start : 20240125 
 25,0200,+6,-1.000000 
 25,0200,+7,-2.000000 
 25,0200,+8,-3.000000 
 25,0200,+9,-3.000000 
 25,0200,+10,-4.000000 
 25,0200,+11,-4.000000 
 25,0200,+12,-4.000000 
 25,0200,+13,-4.000000 
 25,0200,+14,-5.000000 
 25,0200,+15,-5.000000 
 25,0200,+16,-5.000000 
 25,0200,+17,-5.000000 
 25,0200,+18,-5.000000 
 25,0200,+19,-5.000000 
 25,0200,+20,-6.000000 
 25,0200,+21,-6.000000 
 25,0200,+22,-5.000000 
 25,0200,+23,-3.000000 
 25,0200,+24,-1.000000 
 25,0200,+25,0.000000 
 25,0200,+26,1.000000 
 25,0200,+27,2.000000 
 25,0200,+28,3.000000 
 25,0200,+29,3.000000 
 25,0200,+30,2.000000 
 25,0200,+31,1.000000 
 25,0200,+32,0.000000 
 25,0200,+33,0.000000 
 25,0200,+34,-1.000000 
 25,0200,+35,-1.000000 
 25,0200,+36,-2.000000 
 25,0200,+37,-2.000000 
 25,0200,+38,-2.000000 
 25,0200,+39,-3.000000 
 25,0200,+40,-3.000000 
 25,0200,+41,-3.000000 
 25,0200,+42,-4.000000 
 25,0200,+43,-4.000000 
 25,0200,+44,-4.000000 
 25,0200,+45,-5.000000 
 25,0200,+46,-4.000000 
 25,0200,+47,-2.000000 
 25,0200,+48,-1.000000 
 25,0200,+49,0.000000 
 25,0200,+50,1.000000 
 25,0200,+51,2.000000 
 25,0200,+52,2.000000 
 25,0200,+53,2.000000 
 25,0200,+54,2.000000 
 25,0200,+55,0.000000 
 25,0200,+56,-1.000000 
 25,0200,+57,-1.000000 
 25,0200,+58,-2.000000 
 25,0200,+59,-2.000000 
 25,0200,+60,-3.000000 
 25,0200,+61,-3.000000 
 25,0500,+6,-3.000000 
 25,0500,+7,-4.000000 
 25,0500,+8,-4.000000 
 25,0500,+9,-4.000000 
 25,0500,+10,-4.000000 
 25,0500,+11,-5.000000 
 25,0500,+12,-5.000000 
 25,0500,+13,-5.000000 
 25,0500,+14,-5.000000 
 25,0500,+15,-5.000000 
 25,0500,+16,-5.000000 
 25,0500,+17,-6.000000 
 25,0500,+18,-6.000000 
 25,0500,+19,-5.000000 
 25,0500,+20,-3.000000 
 25,0500,+21,-1.000000 
 25,0500,+22,0.000000 
 25,0500,+23,1.000000 
 25,0500,+24,2.000000 
 25,0500,+25,3.000000 
 25,0500,+26,3.000000 
 25,0500,+27,2.000000 
 25,0500,+28,1.000000 
 25,0500,+29,0.000000 
 25,0500,+30,0.000000 
 25,0500,+31,-1.000000 
 25,0500,+32,-1.000000 
 25,0500,+33,-2.000000 
 25,0500,+34,-2.000000 
 25,0500,+35,-2.000000 
 25,0500,+36,-3.000000 
 25,0500,+37,-3.000000 
 25,0500,+38,-3.000000 
 25,0500,+39,-4.000000 
 25,0500,+40,-4.000000 
 25,0500,+41,-4.000000 
 25,0500,+42,-5.000000 
 25,0500,+43,-4.000000 
 25,0500,+44,-2.000000 
 25,0500,+45,-1.000000 
 25,0500,+46,0.000000 
 25,0500,+47,1.000000 
 25,0500,+48,2.000000 
 25,0500,+49,2.000000 
 25,0500,+50,2.000000 
 25,0500,+51,2.000000 
 25,0500,+52,0.000000 
 25,0500,+53,-1.000000 
 25,0500,+54,-1.000000 
 25,0500,+55,-2.000000 
 25,0500,+56,-2.000000 
 25,0500,+57,-3.000000 
 25,0500,+58,-3.000000 
 25,0800,+6,-4.000000 
 25,0800,+7,-4.000000 
 25,0800,+8,-5.000000 
 25,0800,+9,-5.000000 
 25,0800,+10,-5.000000 
 25,0800,+11,-5.000000 
 25,0800,+12,-5.000000 
 25,0800,+13,-5.000000 
 25,0800,+14,-5.000000 
 25,0800,+15,-6.000000 
 25,0800,+16,-5.000000 
 25,0800,+17,-3.000000 
 25,0800,+18,-1.000000 
 25,0800,+19,0.000000 
 25,0800,+20,1.000000 
 25,0800,+21,2.000000 
 25,0800,+22,2.000000 
 25,0800,+23,3.000000 
 25,0800,+24,2.000000 
 25,0800,+25,1.000000 
 25,0800,+26,0.000000 
 25,0800,+27,0.000000 
 25,0800,+28,-1.000000 
 25,0800,+29,-1.000000 
 25,0800,+30,-2.000000 
 25,0800,+31,-2.000000 
 25,0800,+32,-2.000000 
 25,0800,+33,-3.000000 
 25,0800,+34,-3.000000 
 25,0800,+35,-3.000000 
 25,0800,+36,-4.000000 
 25,0800,+37,-4.000000 
 25,0800,+38,-4.000000 
 25,0800,+39,-5.000000 
 25,0800,+40,-3.000000 
 25,0800,+41,-2.000000 
 25,0800,+42,-1.000000 
 25,0800,+43,0.000000 
 25,0800,+44,1.000000 
 25,0800,+45,2.000000 
 25,0800,+46,2.000000 
 25,0800,+47,2.000000 
 25,0800,+48,1.000000 
 25,0800,+49,0.000000 
 25,0800,+50,-1.000000 
 25,0800,+51,-1.000000 
 25,0800,+52,-2.000000 
 25,0800,+53,-2.000000 
 25,0800,+54,-3.000000 
 25,0800,+55,-3.000000 
 25,0800,+56,-4.000000 
 25,0800,+57,-4.000000 
 25,0800,+58,-4.000000 
 25,0800,+59,-5.000000 
 25,0800,+60,-5.000000 
 25,0800,+61,-5.000000 
 25,0800,+62,-6.000000 
 25,0800,+63,-6.000000 
 25,0800,+64,-5.000000 
 25,0800,+65,-4.000000 
 25,0800,+66,-3.000000 
 25,0800,+67,-1.000000 
 25,0800,+68,-1.000000 
 25,0800,+69,0.000000 
 25,0800,+70,0.000000 
 25,0800,+71,0.000000 
 25,0800,+72,0.000000 
 25,0800,+73,-1.000000 
 25,0800,+74,-2.000000 
 25,0800,+75,-2.000000 
 25,0800,+76,-3.000000 
 25,0800,+77,-3.000000 
 25,0800,+78,-3.000000 
 25,0800,+79,-3.000000 
 25,1100,+6,-5.000000 
 25,1100,+7,-5.000000 
 25,1100,+8,-5.000000 
 25,1100,+9,-5.000000 
 25,1100,+10,-5.000000 
 25,1100,+11,-5.000000 
 25,1100,+12,-6.000000 
 25,1100,+13,-5.000000 
 25,1100,+14,-3.000000 
 25,1100,+15,-1.000000 
 25,1100,+16,0.000000 
 25,1100,+17,1.000000 
 25,1100,+18,2.000000 
 25,1100,+19,2.000000 
 25,1100,+20,3.000000 
 25,1100,+21,2.000000 
 25,1100,+22,1.000000 
 25,1100,+23,0.000000 
 25,1100,+24,0.000000 
 25,1100,+25,-1.000000 
 25,1100,+26,-1.000000 
 25,1100,+27,-2.000000 
 25,1100,+28,-2.000000 
 25,1100,+29,-2.000000 
 25,1100,+30,-3.000000 
 25,1100,+31,-3.000000 
 25,1100,+32,-3.000000 
 25,1100,+33,-4.000000 
 25,1100,+34,-4.000000 
 25,1100,+35,-4.000000 
 25,1100,+36,-5.000000 
 25,1100,+37,-3.000000 
 25,1100,+38,-2.000000 
 25,1100,+39,-1.000000 
 25,1100,+40,0.000000 
 25,1100,+41,1.000000 
 25,1100,+42,2.000000 
 25,1100,+43,2.000000 
 25,1100,+44,2.000000 
 25,1100,+45,1.000000 
 25,1100,+46,0.000000 
 25,1100,+47,-1.000000 
 25,1100,+48,-1.000000 
 25,1100,+49,-2.000000 
 25,1100,+50,-2.000000 
 25,1100,+51,-3.000000 
 25,1100,+52,-3.000000 
 25,1100,+53,-4.000000 
 25,1100,+54,-4.000000 
 25,1100,+55,-4.000000 
 25,1100,+56,-5.000000 
 25,1100,+57,-5.000000 
 25,1100,+58,-5.000000 
 25,1100,+59,-6.000000 
 25,1100,+60,-6.000000 
 25,1100,+61,-5.000000 
 25,1100,+62,-4.000000 
 25,1100,+63,-3.000000 
 25,1100,+64,-1.000000 
 25,1100,+65,-1.000000 
 25,1100,+66,0.000000 
 25,1100,+67,0.000000 
 25,1100,+68,0.000000 
 25,1100,+69,0.000000 
 25,1100,+70,-1.000000 
 25,1100,+71,-2.000000 
 25,1100,+72,-2.000000 
 25,1100,+73,-3.000000 
 25,1100,+74,-3.000000 
 25,1100,+75,-3.000000 
 25,1100,+76,-3.000000 
 25,1400,+6,-5.000000 
 25,1400,+7,-5.000000 
 25,1400,+8,-5.000000 
 25,1400,+9,-6.000000 
 25,1400,+10,-5.000000 
 25,1400,+11,-3.000000 
 25,1400,+12,-1.000000 
 25,1400,+13,0.000000 
 25,1400,+14,1.000000 
 25,1400,+15,2.000000 
 25,1400,+16,2.000000 
 25,1400,+17,3.000000 
 25,1400,+18,2.000000 
 25,1400,+19,1.000000 
 25,1400,+20,0.000000 
 25,1400,+21,0.000000 
 25,1400,+22,-1.000000 
 25,1400,+23,-1.000000 
 25,1400,+24,-2.000000 
 25,1400,+25,-2.000000 
 25,1400,+26,-2.000000 
 25,1400,+27,-3.000000 
 25,1400,+28,-3.000000 
 25,1400,+29,-3.000000 
 25,1400,+30,-4.000000 
 25,1400,+31,-4.000000 
 25,1400,+32,-4.000000 
 25,1400,+33,-5.000000 
 25,1400,+34,-3.000000 
 25,1400,+35,-2.000000 
 25,1400,+36,-1.000000 
 25,1400,+37,0.000000 
 25,1400,+38,1.000000 
 25,1400,+39,2.000000 
 25,1400,+40,2.000000 
 25,1400,+41,2.000000 
 25,1400,+42,1.000000 
 25,1400,+43,0.000000 
 25,1400,+44,-1.000000 
 25,1400,+45,-1.000000 
 25,1400,+46,-2.000000 
 25,1400,+47,-2.000000 
 25,1400,+48,-3.000000 
 25,1400,+49,-3.000000 
 25,1400,+50,-4.000000 
 25,1400,+51,-4.000000 
 25,1400,+52,-4.000000 
 25,1400,+53,-5.000000 
 25,1400,+54,-5.000000 
 25,1400,+55,-5.000000 
 25,1400,+56,-6.000000 
 25,1400,+57,-6.000000 
 25,1400,+58,-5.000000 
 25,1400,+59,-4.000000 
 25,1400,+60,-3.000000 
 25,1400,+61,-1.000000 
 25,1400,+62,-1.000000 
 25,1400,+63,0.000000 
 25,1400,+64,0.000000 
 25,1400,+65,0.000000 
 25,1400,+66,0.000000 
 25,1400,+67,-1.000000 
 25,1400,+68,-2.000000 
 25,1400,+69,-2.000000 
 25,1400,+70,-3.000000 
 25,1400,+71,-3.000000 
 25,1400,+72,-3.000000 
